Initial,Goal,PPV_1,ACC_1,PPV_2,ACC_2,PPV_3,ACC_3,PPV_4,ACC_4,PPV_5,ACC_5,PPV_6,ACC_6,PPV_total,ACC_total,spread,var,planner_calls,online_time,offline_time
0.0000,1.0000,0.5000,0.8750,0.3333,0.8125,0.2500,0.7917,0.2000,0.7812,0.1667,0.7750,0.1429,0.7708,0.1429,0.7708,1.1667,0.1224,79.0000,1397.6476,1663.1900
